N1,N2,N3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,target
0.326570725,0.544826356,0.452110904,3,3,3,2,2,3,2,4,1,5,1,2,2,1,1,1,1,0
0.323143709,0.706144425,0.49509969,3,3,0,1,3,0,1,4,4,3,1,1,1,1,1,1,1,0
0.558739742,0.609689731,0.411348222,2,2,4,0,0,0,3,3,1,2,1,1,2,2,1,1,1,0
0.218769726,0.782736557,0.509739803,4,3,3,2,1,2,4,1,2,5,2,2,2,2,1,1,1,0
0.356987114,0.77728113,0.524895495,4,4,1,0,2,0,1,1,2,2,1,1,2,1,1,1,1,0
0.160095096,0.577832218,0.543918663,4,1,3,3,2,0,2,4,5,3,1,1,1,1,1,1,1,0
0.421426632,0.628181513,0.479718241,0,3,3,1,4,0,1,1,2,1,1,1,1,1,1,1,1,0
0.157560661,0.55092601,0.482236238,3,1,0,3,0,0,1,5,1,2,2,1,1,2,1,1,1,0
0.409235067,0.667041619,0.676898812,4,3,3,0,2,0,2,1,4,2,1,1,2,2,1,1,1,0
0.365141641,0.854178428,0.605854279,1,3,0,1,3,0,1,5,2,1,2,1,1,2,1,1,1,0
0.277358626,0.592681906,0.527286098,1,4,3,2,3,3,0,2,2,4,1,1,1,2,1,1,1,0
0.197151137,0.598711333,0.486716136,2,4,3,2,4,4,1,4,3,1,1,2,1,1,1,1,1,0
0.250516432,0.683471302,0.408067042,1,0,2,3,1,1,1,3,4,3,1,1,1,2,1,1,1,0
0.522140777,0.63691655,0.505746663,1,4,3,4,2,3,3,5,5,1,2,1,1,2,1,1,1,0
0.234930202,0.634627985,0.610738461,4,2,4,1,2,4,4,4,4,1,2,2,2,1,1,1,1,0
0.146100026,0.805860236,0.588409225,3,2,4,0,1,1,4,5,4,5,1,1,1,1,1,1,1,0
0.326049428,0.921731037,0.494684808,4,0,3,1,2,4,4,4,4,3,2,2,1,1,1,1,1,0
0.33328265,0.757441254,0.509015178,0,2,4,4,4,1,0,2,1,5,2,2,1,2,1,1,1,0
0.265383024,0.607524999,0.488849678,1,4,4,3,3,2,1,5,1,1,2,2,2,1,1,1,1,0
0.234145717,0.628018403,0.614258634,0,2,0,3,3,2,2,3,5,5,2,2,1,1,1,1,1,0
0.050552195,0.644740048,0.483947843,3,0,4,1,1,3,4,4,1,1,1,2,2,1,1,1,1,0
0.362676396,0.595787975,0.646847857,3,2,1,4,1,3,3,5,2,3,2,1,2,1,1,1,1,0
0.264461965,0.551584601,0.521202448,3,3,2,3,2,3,4,4,2,4,1,2,1,2,1,1,1,0
0.251054506,0.657595635,0.470114426,4,3,3,4,3,4,0,2,5,5,1,1,1,2,1,1,1,0
0.295128673,0.728236363,0.602911593,4,4,0,1,4,0,4,5,1,1,1,1,1,2,1,1,1,0
0.242492946,0.699005211,0.573505731,2,0,1,0,3,4,3,5,5,1,1,1,2,2,1,1,1,0
0.28494996,0.62273056,0.361059121,0,3,3,1,3,0,0,2,3,1,2,2,1,2,1,1,1,0
0.100713221,0.73118631,0.512561504,4,2,3,0,1,2,4,3,1,5,1,1,1,1,1,1,1,0
0.43786489,0.763075364,0.318773241,1,1,4,3,4,1,4,4,1,1,2,2,2,1,1,1,1,0
0.215681738,0.555859615,0.362746591,1,4,3,0,2,0,2,3,5,5,1,2,1,1,1,1,1,0
0.162434294,0.606463669,0.433459253,1,0,1,0,3,1,3,3,1,4,2,2,2,1,1,1,1,0
0.303049539,0.705771254,0.417030363,0,3,2,1,2,1,1,4,4,5,1,2,1,2,1,1,1,0
0.295892325,0.525261685,0.553278084,1,2,0,2,0,1,4,4,1,2,1,1,2,1,1,1,1,0
0.387672685,0.649350843,0.412338084,1,2,1,3,2,2,2,3,4,2,2,2,2,1,1,1,1,0
0.052294724,0.796181338,0.508481711,3,3,1,3,2,2,3,1,3,1,1,2,2,2,1,1,1,0
0.295322232,0.729866574,0.504839804,3,4,0,4,0,2,4,4,2,5,2,2,1,2,1,1,1,0
0.218818873,0.639623053,0.510327502,0,4,0,0,3,1,1,2,4,3,2,2,1,2,1,1,1,0
0.079356639,0.632304586,0.50097705,4,2,4,2,1,3,4,1,3,3,2,1,2,1,1,1,1,0
0.335866982,0.739822166,0.596970725,0,2,3,3,0,4,2,3,4,5,1,2,1,1,1,1,1,0
0.424150965,0.653682045,0.656111965,4,4,2,1,1,2,2,4,3,4,1,2,1,2,1,1,1,0
0.333611712,0.74131463,0.439931782,1,2,3,1,0,3,4,2,2,5,1,1,1,1,1,1,1,0
0.28897342,0.621012074,0.467194211,1,3,2,2,4,2,4,1,5,4,1,1,1,1,1,1,1,0
0.217634295,0.653099788,0.47069584,2,1,3,2,3,4,2,3,1,1,2,1,1,1,1,1,1,0
0.256517911,0.638126162,0.568643845,1,0,4,1,1,3,0,2,2,1,2,1,1,2,1,1,1,0
0.112145441,0.590222565,0.561418702,4,4,1,4,2,4,3,1,5,1,1,2,1,1,1,1,1,0
0.134977602,0.65428547,0.709079966,1,2,2,4,1,3,3,2,3,2,2,2,2,2,1,1,1,0
0.212689403,0.732693048,0.505840314,3,3,4,0,3,0,4,5,1,4,2,1,2,2,1,1,1,0
0.446767021,0.771316943,0.56667215,0,1,1,3,1,3,2,2,3,5,1,1,1,1,1,1,1,0
0.113038689,0.664267364,0.528173743,1,4,3,2,1,2,0,3,1,2,1,2,2,1,1,1,1,0
0.161766911,0.723519791,0.448447119,2,4,3,0,2,1,2,5,2,5,1,1,2,2,1,1,1,0
0.083626602,0.85375681,0.545111068,1,4,2,3,1,0,2,2,4,5,2,1,1,1,1,1,1,0
0.262615137,0.606484939,0.423219982,1,2,4,0,1,4,1,4,2,5,2,1,2,1,1,1,1,0
0.342292111,0.687755292,0.523134894,3,3,1,1,4,0,2,4,1,4,2,2,1,2,1,1,1,0
0.349108365,0.532982338,0.501412643,2,3,2,3,1,2,0,1,2,2,2,1,2,2,1,1,1,0
0.33479307,0.773221896,0.388411991,4,1,1,2,3,2,2,2,4,5,1,1,1,2,1,1,1,0
0.305677325,0.603578477,0.550426969,4,0,3,1,2,0,0,2,4,5,1,2,1,2,1,1,1,0
0.307431492,0.643403911,0.519341349,2,3,4,0,3,2,3,5,4,3,1,2,2,1,1,1,1,0
0.274388498,0.693431584,0.537633522,2,3,0,1,0,0,1,3,4,5,2,1,2,2,1,1,1,0
0.246203925,0.525094202,0.721620995,1,1,1,2,0,2,4,4,2,2,2,1,1,2,1,1,1,0
0.208058794,0.721068297,0.694258649,4,0,4,0,0,0,0,1,1,2,2,2,2,1,1,1,1,0
0.39170363,0.786234129,0.566428718,0,2,2,2,2,3,1,5,4,5,2,1,1,2,1,1,1,0
0.310972907,0.70537605,0.495107787,4,1,1,3,4,0,2,2,3,3,1,2,1,2,1,1,1,0
0.211582013,0.661264289,0.54463013,3,3,1,4,3,3,1,4,1,1,2,1,2,1,1,1,1,0
0.56906535,0.668171614,0.326813971,1,3,0,2,4,4,4,5,4,3,2,2,1,2,1,1,1,0
0.328673794,0.748588049,0.370625263,0,2,3,4,0,0,3,3,4,2,2,1,1,2,1,1,1,0
0.201795712,0.700039234,0.490296186,0,3,2,3,1,1,0,4,4,5,1,2,2,1,1,1,1,0
0.174762129,0.725471403,0.4130144,2,2,3,3,0,2,1,4,5,3,2,1,2,1,1,1,1,0
0.207658889,0.584986772,0.618719691,2,0,2,4,0,0,4,1,2,5,2,1,1,1,1,1,1,0
0.366532548,0.691357569,0.442173463,0,3,4,3,3,3,3,3,4,5,2,2,1,2,1,1,1,0
0.243345566,0.619859594,0.618977278,2,4,3,2,1,3,4,5,3,5,2,2,2,2,1,1,1,0
0.25170466,0.362673129,0.457872046,0,1,3,2,2,0,4,5,4,4,1,2,2,2,1,1,1,0
0.262900215,0.762714047,0.541202031,1,4,0,3,4,0,2,3,4,4,2,1,1,2,1,1,1,0
0.368996237,0.555127395,0.466347575,4,2,1,4,4,2,1,4,3,1,1,1,1,2,1,1,1,0
0.265017392,0.668163235,0.585866391,1,1,3,3,2,3,4,4,3,4,1,2,2,1,1,1,1,0
0.29802366,0.603137216,0.795452367,4,3,4,4,2,1,2,1,2,5,1,1,2,2,1,1,1,0
0.170648482,0.634732766,0.375555203,2,0,2,4,4,2,0,1,2,1,2,1,2,1,1,1,1,0
0.290635694,0.836450285,0.558720857,4,2,2,4,1,2,4,4,1,5,2,1,1,1,1,1,1,0
0.263563592,0.821628748,0.560641194,1,2,2,4,0,3,2,1,1,5,2,2,2,1,1,1,1,0
0.310200627,0.714830976,0.51372427,2,4,2,0,3,0,0,5,4,4,1,2,2,2,1,1,1,0
0.273486487,0.617714316,0.399979441,4,0,4,0,4,4,4,5,5,2,1,2,2,2,1,1,1,0
0.320059934,0.702621873,0.610800161,1,4,0,3,1,2,4,5,4,5,2,2,2,2,1,1,1,0
0.320023743,0.624795728,0.485585538,4,1,0,4,2,3,1,1,5,1,1,1,1,2,1,1,1,0
0.160501039,0.539224716,0.568726405,1,1,3,3,2,1,1,5,1,5,2,1,1,1,1,1,1,0
0.381181439,0.556420531,0.501018904,4,3,4,1,4,2,2,3,5,2,1,2,2,2,1,1,1,0
0.13539176,0.621838848,0.694162935,4,3,2,2,4,4,1,4,4,1,1,1,2,2,1,1,1,0
0.293681684,0.672537041,0.532602719,1,3,4,0,1,0,0,5,2,5,1,1,1,1,1,1,1,0
0.391791526,0.522175442,0.39520385,2,1,3,0,1,0,2,1,4,4,2,1,2,1,1,1,1,0
0.290179279,0.555322028,0.31424116,0,2,3,4,2,1,0,3,2,4,1,2,1,1,1,1,1,0
0.384039837,0.677047193,0.57744805,2,0,2,2,2,3,3,3,3,5,2,2,1,2,1,1,1,0
0.258717214,0.860307718,0.583223895,4,4,4,4,0,4,0,5,3,4,2,2,1,2,1,1,1,0
0.198348595,0.754995722,0.567620973,2,2,3,2,4,4,0,1,5,1,2,2,2,2,1,1,1,0
0.250056836,0.514406656,0.594816604,3,2,0,0,4,4,0,4,1,5,2,1,1,1,1,1,1,0
0.46785404,0.704033429,0.506050248,2,4,0,3,0,2,2,5,4,5,1,1,1,1,1,1,1,0
0.312873959,0.747114475,0.39548111,0,4,2,0,0,2,2,1,2,2,1,2,2,1,1,1,1,0
0.237177798,0.497201106,0.646006951,1,1,2,2,0,1,3,2,5,3,2,2,2,1,1,1,1,0
0.185006509,0.871643946,0.645076395,4,3,3,3,0,0,2,1,5,4,2,1,2,2,1,1,1,0
0.179571591,0.641161206,0.51995611,2,2,4,4,3,1,0,2,5,3,1,1,2,1,1,1,1,0
0.341871973,0.579223804,0.427255718,3,1,0,3,3,2,2,5,5,1,2,2,1,1,1,1,1,0
0.229357586,0.570508994,0.549984351,3,0,1,4,4,4,4,4,2,1,2,2,1,1,1,1,1,0
0.413597093,0.677152564,0.637267931,1,0,0,0,1,4,1,1,5,2,1,1,1,2,1,1,1,0
0.091238108,0.772825826,0.453235941,1,1,1,2,1,3,0,5,5,2,2,1,2,1,1,1,1,0
0.288478982,0.747940384,0.58789604,3,4,2,2,4,4,0,3,2,1,1,1,1,1,1,1,1,0
0.199738041,0.791312393,0.57384386,1,3,1,2,0,0,0,3,3,3,1,1,2,1,1,1,1,0
0.214595422,0.543902147,0.261282663,1,3,2,4,3,0,0,1,3,2,1,2,2,1,1,1,1,0
0.40687892,0.609410248,0.430601067,3,2,4,3,0,1,3,5,3,4,1,1,1,1,1,1,1,0
0.315205603,0.767514604,0.678492136,3,4,2,0,4,1,0,4,1,2,1,1,2,1,1,1,1,0
0.362236574,0.792902092,0.512889136,2,3,1,3,1,1,0,4,3,3,2,1,2,2,1,1,1,0
0.291293908,0.461429783,0.562186617,3,2,3,1,1,0,0,5,2,1,2,2,2,2,1,1,1,0
0.282393177,0.728762513,0.527602123,1,2,4,1,0,0,1,3,5,5,2,2,2,2,1,1,1,0
0.176210535,0.835732868,0.51699908,2,4,3,0,1,3,4,3,3,4,2,1,1,2,1,1,1,0
0.065524338,0.560092531,0.607738111,1,1,1,2,3,1,3,4,5,5,2,2,1,1,1,1,1,0
0.235827067,0.673806989,0.515075759,2,2,0,1,1,2,3,3,2,1,1,2,1,1,1,1,1,0
0.207901974,0.768757901,0.561144075,2,4,1,4,1,2,1,4,3,3,1,2,1,2,1,1,1,0
0.267675092,0.708798971,0.783253002,2,1,4,1,1,3,3,2,5,3,2,1,1,1,1,1,1,0
0.210685811,0.49911796,0.432042834,4,0,2,4,1,4,2,4,2,1,1,2,2,2,1,1,1,0
0.255025574,0.737119647,0.692738348,3,2,2,3,4,1,3,3,1,4,2,1,1,2,1,1,1,0
0.244339806,0.629229257,0.487926038,1,2,3,2,3,2,3,5,2,4,2,2,2,1,1,1,1,0
0.212521223,0.721917322,0.480840361,2,0,2,1,1,2,3,1,5,3,2,1,1,2,1,1,1,0
0.217831583,0.543456128,0.354520744,0,0,2,2,0,3,3,3,3,5,2,2,1,1,1,1,1,0
0.343740295,0.667171092,0.653089089,3,4,2,1,0,1,0,3,3,2,2,1,2,2,1,1,1,0
0.194391496,0.734185545,0.42545711,1,1,2,3,2,4,0,4,3,3,2,1,1,1,1,1,1,0
0.271708999,0.715413353,0.760469996,2,3,1,2,2,2,2,3,1,4,2,2,2,1,1,1,1,0
0.443197999,0.624711976,0.484177363,3,0,0,3,4,0,3,5,2,1,1,1,2,2,1,1,1,0
0.536365298,0.860202976,0.49078794,1,1,2,3,2,0,2,5,5,3,2,2,1,1,1,1,1,0
0.297820355,0.511280258,0.445789189,0,1,4,0,2,2,2,5,1,4,1,1,1,2,1,1,1,0
0.235818937,0.699241377,0.536650849,1,3,4,4,1,3,3,3,2,5,1,1,2,1,1,1,1,0
0.271123342,0.630494674,0.594533244,3,3,2,2,1,4,4,3,2,4,2,2,1,1,1,1,1,0
0.14353798,0.470795325,0.581412522,0,2,2,2,1,4,4,4,2,1,1,2,2,1,1,1,1,0
0.308357161,0.674404,0.545340722,4,3,2,0,1,3,4,3,5,2,2,1,2,1,1,1,1,0
0.159780509,0.705757858,0.508100001,0,3,1,2,1,3,2,4,2,1,1,2,2,2,1,1,1,0
0.356486434,0.549746921,0.525764714,2,1,3,2,1,0,0,3,2,1,1,2,1,1,1,1,1,0
0.151945085,0.636424129,0.427960216,2,1,1,2,3,1,1,5,2,2,1,2,2,1,1,1,1,0
0.125001512,0.527436478,0.569910128,1,1,2,3,0,1,2,3,1,4,1,1,2,1,1,1,1,0
0.291885861,0.8950647,0.504575729,0,4,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,0
0.513803067,0.658244345,0.46991018,1,0,3,0,4,3,3,2,2,4,1,1,1,2,1,1,1,0
0.409978355,0.533165643,0.552115971,0,0,3,0,2,3,2,1,3,1,2,2,2,1,1,1,1,0
0.361450251,0.780152049,0.620134801,1,3,4,1,0,3,4,5,4,3,2,2,2,2,1,1,1,0
0.273789364,0.769935338,0.577530713,2,3,2,3,1,2,1,2,3,3,2,2,1,2,1,1,1,0
0.354046266,0.788138833,0.601454299,4,2,0,3,1,3,2,5,1,3,2,2,2,2,1,1,1,0
0.296235817,0.668459726,0.494443426,1,1,2,4,1,2,1,4,5,5,2,2,1,1,1,1,1,0
0.174076202,0.849042734,0.560608181,2,2,4,4,1,3,1,1,5,5,2,1,1,1,1,1,1,0
0.282698111,0.576790361,0.579326949,0,4,1,0,1,4,2,1,4,3,1,1,2,2,1,1,1,0
0.403594584,0.740236914,0.493710964,4,3,4,1,4,3,0,1,4,4,1,2,2,2,1,1,1,0
0.190554218,0.719117924,0.628236169,4,3,1,0,2,0,4,3,3,2,1,2,2,1,1,1,1,0
0.216833118,0.554285429,0.501776281,2,0,3,0,2,2,3,1,5,1,1,1,2,1,1,1,1,0
0.177923818,0.694357535,0.353039446,1,3,0,3,0,2,1,3,4,1,1,2,2,1,1,1,1,0
0.332504591,0.712107048,0.662044753,3,2,4,0,0,1,3,3,4,5,2,1,2,2,1,1,1,0
0.207952822,0.730150015,0.461841686,3,4,1,4,4,4,0,5,1,3,1,2,1,2,1,1,1,0
0.176935264,0.522484142,0.6217872,3,0,0,0,0,4,1,5,2,1,1,1,2,2,1,1,1,0
0.318308904,0.582859624,0.426325222,3,2,4,0,1,1,3,1,3,4,2,2,2,2,1,1,1,0
0.180758826,0.638720399,0.526681187,3,4,3,1,3,1,4,4,3,5,1,2,1,2,1,1,1,0
0.422844638,0.625299905,0.491238749,0,4,1,3,2,2,0,1,5,4,1,2,1,1,1,1,1,0
0.42408778,0.830292185,0.708684027,4,0,0,0,3,0,3,5,2,1,1,2,2,2,1,1,1,0
0.22988916,0.797335837,0.456371668,4,3,0,1,0,0,1,4,5,4,2,2,2,2,1,1,1,0
0.360435153,0.596838632,0.499084117,4,0,3,1,3,3,0,2,1,2,2,2,2,2,1,1,1,0
0.0587025,0.52005665,0.553729034,2,3,3,3,3,4,2,4,4,2,2,2,2,1,1,1,1,0
0.377596181,0.6197977,0.572331831,3,0,2,3,0,3,1,2,3,3,2,1,2,1,1,1,1,0
0.174041619,0.52615034,0.524038432,0,3,2,1,0,3,4,5,1,1,1,2,2,2,1,1,1,0
0.213065592,0.679341258,0.48538048,4,4,4,4,3,0,0,2,3,4,1,2,1,1,1,1,1,0
0.450558193,0.741060019,0.44231459,2,3,3,3,4,3,4,2,1,3,2,1,2,1,1,1,1,0
0.347257091,0.65904814,0.472102628,1,1,2,0,0,2,2,4,2,5,2,2,2,1,1,1,1,0
0.219501859,0.568997672,0.585443926,1,2,4,3,3,0,3,5,2,2,2,2,1,2,1,1,1,0
0.180403103,0.608170181,0.355618329,3,3,2,2,3,4,0,2,2,2,1,1,1,1,1,1,1,0
0.19519311,0.592401244,0.451151304,1,4,4,4,2,2,3,5,5,5,2,1,1,2,1,1,1,0
0.239344571,0.754605705,0.547307477,2,1,1,1,4,2,1,1,1,4,2,1,2,2,1,1,1,0
0.275410113,0.715532386,0.555022432,2,4,2,1,1,0,1,4,3,1,1,2,1,1,1,1,1,0
0.464872742,0.648172637,0.625656946,4,0,2,1,1,3,0,5,2,5,2,2,2,1,1,1,1,0
0.236391139,0.673030602,0.527723837,0,0,0,2,4,3,2,4,1,1,2,1,2,2,1,1,1,0
0.417069144,0.745802929,0.548590357,4,2,1,2,0,1,4,2,5,5,2,1,1,1,1,1,1,0
0.327870687,0.647922636,0.471851383,4,1,4,1,1,1,4,1,2,3,1,1,2,1,1,1,1,0
0.422882346,0.743018763,0.470106941,2,4,4,1,4,4,3,1,3,2,2,1,2,2,1,1,1,0
0.312923135,0.665894439,0.596517651,4,3,2,1,0,2,3,1,4,2,2,2,2,2,1,1,1,0
0.299293975,0.759562613,0.519362539,0,1,2,4,4,1,0,3,2,2,2,1,2,1,1,1,1,0
0.228809233,0.62401984,0.512671806,2,4,4,4,4,3,2,1,2,4,1,1,1,1,1,1,1,0
0.367434651,0.739866498,0.637702453,3,4,1,0,4,4,1,3,4,1,1,2,2,1,1,1,1,0
0.352600994,0.626166848,0.496584275,4,3,4,2,4,0,0,2,5,1,1,1,1,1,1,1,1,0
0.403162812,0.615924619,0.53864011,3,3,4,3,0,4,1,1,2,2,2,1,2,2,1,1,1,0
0.325655034,0.614474433,0.527018767,2,2,0,1,1,4,1,1,4,4,1,2,2,1,1,1,1,0
0.486175552,0.736970628,0.517536203,3,0,3,4,4,2,2,5,1,4,1,1,1,1,1,1,1,0
0.187077429,0.711248345,0.760929737,0,3,4,4,0,1,4,1,2,1,2,1,1,1,1,1,1,0
0.271939484,0.775957961,0.431341873,0,3,1,1,2,0,3,3,2,1,2,1,1,1,1,1,1,0
0.366331916,0.912012411,0.495690815,3,0,2,4,3,2,1,5,5,5,2,2,1,2,1,1,1,0
0.201036184,0.714287557,0.449201639,1,2,2,3,2,2,3,5,3,1,1,2,1,1,1,1,1,0
0.258434779,0.562134213,0.479361603,1,0,2,0,4,4,2,5,2,2,1,1,1,1,1,1,1,0
0.227892995,0.579374693,0.603710536,0,4,0,3,1,4,4,2,1,2,1,1,1,1,1,1,1,0
0.102863961,0.714705173,0.464864881,1,3,1,4,3,0,2,5,5,5,1,1,1,1,1,1,1,0
0.397306009,0.578347094,0.61116849,0,4,0,4,0,1,3,5,5,1,2,2,2,2,1,1,1,0
0.110826828,0.497669087,0.472125326,2,1,2,0,1,4,3,2,5,4,1,2,1,1,1,1,1,0
0.332048524,0.884189781,0.589233657,0,4,0,1,0,0,1,5,3,2,2,2,2,2,1,1,1,0
0.183388721,0.58198442,0.398993037,3,1,1,1,0,2,3,2,3,1,1,1,1,1,1,1,1,0
0.319036021,0.847452322,0.547430502,4,4,1,4,1,4,0,1,3,1,2,1,2,2,1,1,1,0
0.138697145,0.740781233,0.485582496,1,3,1,4,1,3,1,2,4,1,2,1,1,2,1,1,1,0
0.189307129,0.531199269,0.673549537,1,1,4,4,4,3,3,4,3,2,2,2,1,2,1,1,1,0
0.446706879,0.58698183,0.563629848,2,1,4,0,1,0,3,1,3,1,1,1,2,1,1,1,1,0
0.135510432,0.764376679,0.59524104,1,2,1,2,1,1,1,3,4,2,1,2,2,1,1,1,1,0
0.210855269,0.773380965,0.581634142,3,4,3,4,4,4,4,2,5,4,1,1,2,2,1,1,1,0
0.185809075,0.629112968,0.498394776,1,0,0,3,2,4,4,2,5,1,1,1,1,2,1,1,1,0
0.12142341,0.885155984,0.502067751,0,3,3,2,1,1,0,4,2,3,2,2,1,2,1,1,1,0
0.349489277,0.708066312,0.593889983,3,4,3,2,0,1,0,1,1,4,1,1,2,1,1,1,1,0
0.356123573,0.731464318,0.480103556,2,2,1,2,3,1,1,5,5,1,2,1,2,2,1,1,1,0
0.461552103,0.687490756,0.458689006,0,3,0,4,2,3,1,5,5,4,1,2,2,2,1,1,1,0
0.294724243,0.533675867,0.562097727,2,2,1,2,3,1,4,2,4,5,1,2,2,2,1,1,1,0
0.334651083,0.576333287,0.438363069,3,4,2,1,1,1,3,5,2,3,1,1,1,1,1,1,1,0
0.113119077,0.626339476,0.516201561,0,0,2,4,4,1,3,4,2,5,1,2,2,1,1,1,1,0
0.164713759,0.776142124,0.564207948,1,3,3,4,3,2,1,3,4,1,2,1,2,2,1,1,1,0
0.389755984,0.432799333,0.553001648,0,1,2,2,2,3,0,5,3,4,2,2,1,2,1,1,1,0
0.111764519,0.731303205,0.524906487,4,0,3,2,1,4,3,2,5,1,1,2,1,1,1,1,1,0
0.296959003,0.612226346,0.53040589,2,1,3,0,3,3,0,2,5,1,1,2,1,1,1,1,1,0
0.299137854,0.797465533,0.666737097,3,4,2,2,2,2,4,2,3,5,2,2,1,1,1,1,1,0
0.189841724,0.813108529,0.593846261,0,3,0,2,3,3,1,2,5,3,1,2,2,2,1,1,1,0
0.117258272,0.664212418,0.505810522,0,1,0,4,2,3,0,4,4,2,2,2,1,2,1,1,1,0
0.12457688,0.530377993,0.461913537,4,3,3,0,1,3,1,4,2,3,1,1,1,2,1,1,1,0
0.433666759,0.667699938,0.482238977,0,4,4,3,2,2,0,3,1,2,1,1,2,2,1,1,1,0
0.220227788,0.867154311,0.699366568,2,3,3,1,0,1,4,2,5,5,1,2,1,1,1,1,1,0
0.23320072,0.667637695,0.452170448,3,3,4,0,2,1,2,3,4,5,2,2,2,2,1,1,1,0
0.381334056,0.884240883,0.624694467,0,1,1,3,2,4,4,5,2,5,2,2,1,2,1,1,1,0
0.215314026,0.605645838,0.474269926,0,4,4,0,2,1,0,4,2,4,2,1,1,1,1,1,1,0
0.270639448,0.882756642,0.57218657,3,2,0,2,4,0,4,1,5,5,2,2,1,2,1,1,1,0
0.252178522,0.713721826,0.384650494,3,1,0,1,4,4,4,1,2,5,1,1,1,1,1,1,1,0
0.215236625,0.728688969,0.662606775,2,2,4,4,2,1,4,2,1,4,2,1,2,2,1,1,1,0
0.276095636,0.711066609,0.704908924,2,0,4,1,3,4,3,5,4,5,2,2,2,2,1,1,1,0
0.238478436,0.691383374,0.568490067,0,1,1,4,3,4,0,3,5,4,1,2,2,1,1,1,1,0
0.260331361,0.627093783,0.568688085,4,0,0,1,2,4,3,4,5,5,1,1,1,1,1,1,1,0
0.221893238,0.584788525,0.540330428,1,1,0,2,1,1,1,2,4,5,1,2,1,2,1,1,1,0
0.241813458,0.700710381,0.343289947,3,1,3,3,4,0,1,4,1,1,2,2,1,1,1,1,1,0
0.143230647,0.720727697,0.641568742,3,2,0,1,0,1,1,5,4,5,2,2,1,1,1,1,1,0
0.195681427,0.742084797,0.379293399,4,2,2,1,2,3,4,1,2,4,1,2,2,2,1,1,1,0
0.094891837,0.642334295,0.554265999,0,0,2,3,0,3,1,5,2,4,1,1,2,1,1,1,1,0
0.473776337,0.656349346,0.408061862,3,1,0,4,3,1,1,4,2,3,2,1,1,2,1,1,1,0
0.163475877,0.751892093,0.535779348,1,3,0,0,3,0,2,1,3,1,2,2,2,2,1,1,1,0
0.382124562,0.711992305,0.473672032,1,2,4,1,3,2,4,1,4,3,2,1,2,1,1,1,1,0
0.289207357,0.843074706,0.522666281,3,4,1,0,4,2,4,1,3,1,2,1,2,1,1,1,1,0
0.135612794,0.696094251,0.534095109,3,0,4,3,3,0,2,1,2,1,2,2,2,1,1,1,1,0
0.525336018,0.634425175,0.499226439,1,0,4,1,1,2,1,2,2,1,2,1,2,2,1,1,1,0
0.327756571,0.840945743,0.629036188,0,1,4,4,0,2,4,5,5,4,2,2,2,1,1,1,1,0
0.198326142,0.50033759,0.419837596,3,3,0,3,3,1,2,5,5,4,2,1,2,2,1,1,1,0
0.329403471,0.723648122,0.419536077,3,2,3,0,4,4,1,4,1,2,1,2,2,1,1,1,1,0
0.194213005,0.847688074,0.426903887,0,4,2,3,3,4,1,1,2,3,2,1,2,2,1,1,1,0
0.1297389,0.796196224,0.437038899,2,2,3,4,0,2,1,5,4,2,1,1,1,2,1,1,1,0
0.189528004,0.702829768,0.557856198,3,1,1,1,3,4,4,1,4,3,2,2,2,1,1,1,1,0
0.412785557,0.616691143,0.619928605,1,3,0,0,0,0,0,4,4,4,1,2,1,2,1,1,1,0
0.359772365,0.534120284,0.287256513,3,1,4,3,0,4,4,1,1,5,2,1,2,1,1,1,1,0
0.276840346,0.692824284,0.638374142,3,4,0,2,4,0,2,5,4,5,1,2,1,1,1,1,1,0
0.669321372,0.433027624,0.375215498,0,0,2,4,4,4,0,1,3,4,2,1,1,1,1,1,1,1
0.552293418,0.457113045,0.390997268,1,0,4,1,0,2,4,2,4,5,1,1,1,2,1,1,1,1
0.662290287,0.570010685,0.255067008,0,0,3,1,4,3,0,5,4,4,1,2,1,1,1,1,1,1
0.747801971,0.493736616,0.273939037,3,3,2,2,4,3,2,5,5,5,2,2,2,2,1,1,1,1
0.640544012,0.372779726,0.407741588,2,1,4,4,1,1,4,4,3,1,2,1,2,1,1,1,1,1
0.830120899,0.365489054,0.360416665,0,3,2,3,2,3,4,5,1,1,2,1,2,2,1,1,1,1
0.531889701,0.535597219,0.350721068,1,2,1,3,0,4,2,4,5,3,2,1,1,1,1,1,1,1
0.668391093,0.424857886,0.401297995,1,0,2,4,2,2,4,2,5,3,1,1,2,2,1,1,1,1
0.594533933,0.482974604,0.298609775,0,3,3,4,3,3,3,5,1,4,2,1,1,2,1,1,1,1
0.593575566,0.610693891,0.385378924,2,3,1,1,1,2,3,2,2,3,2,1,2,2,1,1,1,1
0.6927904,0.483126189,0.298736518,3,3,3,4,4,2,1,5,3,2,2,1,1,1,1,1,1,1
0.688846306,0.467671162,0.286263734,3,4,2,1,4,2,2,4,4,3,1,2,1,1,1,1,1,1
0.568839482,0.529836177,0.410215137,2,4,0,4,2,4,2,3,4,1,1,1,2,1,1,1,1,1
0.544993142,0.632408291,0.216508052,3,2,3,0,3,1,0,5,5,3,2,1,1,2,1,1,1,1
0.631793357,0.367623226,0.527697204,0,3,4,4,4,0,2,4,2,2,2,2,1,2,1,1,1,1
