C1,C2,C3,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,target
0,2,0,0.486326136,0.348419832,0.247445607,0.37076095,0.187395006,0.562672564,0.581894079,0.486326136,0.348419832,0.247445607,0.37076095,0.187395006,0.562672564,0.581894079,0.37076095,0.187395006,0.562672564,0
0,2,0,0.641209129,0.540933165,0.522959534,0.607901367,0.548419618,0.480833235,0.705655759,0.641209129,0.540933165,0.522959534,0.607901367,0.548419618,0.480833235,0.705655759,0.607901367,0.548419618,0.480833235,0
0,2,0,0.497552542,0.649929977,0.711011482,0.861236618,0.455654941,0.447890016,0.706852923,0.497552542,0.649929977,0.711011482,0.861236618,0.455654941,0.447890016,0.706852923,0.861236618,0.455654941,0.447890016,0
0,2,0,0.563243887,0.627517597,0.55892373,0.589247043,0.56799573,0.525265873,0.477093278,0.563243887,0.627517597,0.55892373,0.589247043,0.56799573,0.525265873,0.477093278,0.589247043,0.56799573,0.525265873,0
0,2,0,0.492486601,0.621826359,0.35216286,0.660012406,0.598884782,0.462124418,0.658290446,0.492486601,0.621826359,0.35216286,0.660012406,0.598884782,0.462124418,0.658290446,0.660012406,0.598884782,0.462124418,0
0,2,0,0.389188203,0.580452257,0.38884451,0.537746118,0.411506929,0.538642437,0.412944305,0.389188203,0.580452257,0.38884451,0.537746118,0.411506929,0.538642437,0.412944305,0.537746118,0.411506929,0.538642437,0
1,2,0,0.653235024,0.555154755,0.550335672,0.64489856,0.59489487,0.60282342,0.557980091,0.653235024,0.555154755,0.550335672,0.64489856,0.59489487,0.60282342,0.557980091,0.64489856,0.59489487,0.60282342,0
0,0,3,0.275815739,0.444474999,0.593874622,0.395986392,0.416988409,0.698840084,0.503964352,0.275815739,0.444474999,0.593874622,0.395986392,0.416988409,0.698840084,0.503964352,0.395986392,0.416988409,0.698840084,0
0,2,0,0.42081913,0.511839574,0.558138231,0.288518473,0.282994439,0.343557684,0.421578943,0.42081913,0.511839574,0.558138231,0.288518473,0.282994439,0.343557684,0.421578943,0.288518473,0.282994439,0.343557684,0
0,2,0,0.374003866,0.616673069,0.617089156,0.604059503,0.366649419,0.566271507,0.485823206,0.374003866,0.616673069,0.617089156,0.604059503,0.366649419,0.566271507,0.485823206,0.604059503,0.366649419,0.566271507,0
0,2,3,0.756923029,0.444106293,0.564044845,0.65787883,0.489358379,0.538287681,0.571185555,0.756923029,0.444106293,0.564044845,0.65787883,0.489358379,0.538287681,0.571185555,0.65787883,0.489358379,0.538287681,0
0,2,0,0.493253204,0.634116814,0.410524863,0.57637708,0.250061418,0.730688701,0.699283164,0.493253204,0.634116814,0.410524863,0.57637708,0.250061418,0.730688701,0.699283164,0.57637708,0.250061418,0.730688701,0
0,2,0,0.475808951,0.53858393,0.232438197,0.436625961,0.529140845,0.642489392,0.649533346,0.475808951,0.53858393,0.232438197,0.436625961,0.529140845,0.642489392,0.649533346,0.436625961,0.529140845,0.642489392,0
2,4,0,0.442059104,0.519658207,0.496839926,0.437754086,0.418922074,0.573390337,0.634900339,0.442059104,0.519658207,0.496839926,0.437754086,0.418922074,0.573390337,0.634900339,0.437754086,0.418922074,0.573390337,0
0,2,0,0.571460337,0.535831667,0.764548284,0.232370567,0.281654278,0.788749801,0.641257491,0.571460337,0.535831667,0.764548284,0.232370567,0.281654278,0.788749801,0.641257491,0.232370567,0.281654278,0.788749801,0
0,2,2,0.476828606,0.810453008,0.398449471,0.427946631,0.504274878,0.258907838,0.478269629,0.476828606,0.810453008,0.398449471,0.427946631,0.504274878,0.258907838,0.478269629,0.427946631,0.504274878,0.258907838,0
0,1,4,0.477794191,0.560476065,0.66366987,0.733016061,0.507106366,0.774619162,0.266748663,0.477794191,0.560476065,0.66366987,0.733016061,0.507106366,0.774619162,0.266748663,0.733016061,0.507106366,0.774619162,0
0,2,3,0.706146814,0.663815149,0.56546766,0.37228527,0.500414977,0.760340555,0.480508948,0.706146814,0.663815149,0.56546766,0.37228527,0.500414977,0.760340555,0.480508948,0.37228527,0.500414977,0.760340555,0
1,2,0,0.587501812,0.36108384,0.348366822,0.400172412,0.642827876,0.618967043,0.488000053,0.587501812,0.36108384,0.348366822,0.400172412,0.642827876,0.618967043,0.488000053,0.400172412,0.642827876,0.618967043,0
1,3,0,0.443966117,0.679307032,0.541148047,0.70730524,0.539483409,0.670817605,0.29540099,0.443966117,0.679307032,0.541148047,0.70730524,0.539483409,0.670817605,0.29540099,0.70730524,0.539483409,0.670817605,0
0,4,0,0.662968533,0.530526184,0.666572012,0.636339881,0.448829466,0.60847228,0.50309978,0.662968533,0.530526184,0.666572012,0.636339881,0.448829466,0.60847228,0.50309978,0.636339881,0.448829466,0.60847228,0
0,2,0,0.533840282,0.466817864,0.296103133,0.325308694,0.603924477,0.458386304,0.642426595,0.533840282,0.466817864,0.296103133,0.325308694,0.603924477,0.458386304,0.642426595,0.325308694,0.603924477,0.458386304,0
1,2,0,0.30823478,0.366507339,0.501314786,0.719723033,0.285795077,0.418643458,0.198017053,0.30823478,0.366507339,0.501314786,0.719723033,0.285795077,0.418643458,0.198017053,0.719723033,0.285795077,0.418643458,0
0,2,0,0.497640975,0.47816716,0.358342296,0.262269092,0.244997768,0.705701483,0.414341731,0.497640975,0.47816716,0.358342296,0.262269092,0.244997768,0.705701483,0.414341731,0.262269092,0.244997768,0.705701483,0
2,2,0,0.405229573,0.343237907,0.340071212,0.588783599,0.656313836,0.801577009,0.613518161,0.405229573,0.343237907,0.340071212,0.588783599,0.656313836,0.801577009,0.613518161,0.588783599,0.656313836,0.801577009,0
3,2,0,0.421996972,0.364729244,0.539070014,0.546481635,0.373656548,0.455087498,0.489807042,0.421996972,0.364729244,0.539070014,0.546481635,0.373656548,0.455087498,0.489807042,0.546481635,0.373656548,0.455087498,0
1,2,0,0.730135178,0.491066013,0.340175137,0.530668013,0.517912046,0.595661468,0.330816423,0.730135178,0.491066013,0.340175137,0.530668013,0.517912046,0.595661468,0.330816423,0.530668013,0.517912046,0.595661468,0
0,2,0,0.671353106,0.375640164,0.279792632,0.426095325,0.335316121,0.433765483,0.465940696,0.671353106,0.375640164,0.279792632,0.426095325,0.335316121,0.433765483,0.465940696,0.426095325,0.335316121,0.433765483,0
0,2,0,0.499979534,0.666201047,0.80506873,0.476497349,0.327226788,0.296751007,0.549267776,0.499979534,0.666201047,0.80506873,0.476497349,0.327226788,0.296751007,0.549267776,0.476497349,0.327226788,0.296751007,0
1,2,0,0.461963359,0.403528555,0.33960319,0.468165568,0.515526559,0.563710226,0.57640136,0.461963359,0.403528555,0.33960319,0.468165568,0.515526559,0.563710226,0.57640136,0.468165568,0.515526559,0.563710226,0
0,2,0,0.660923582,0.519028196,0.555342807,0.391131605,0.484371717,0.604786393,0.381430536,0.660923582,0.519028196,0.555342807,0.391131605,0.484371717,0.604786393,0.381430536,0.391131605,0.484371717,0.604786393,0
0,2,0,0.566785436,0.282151131,0.443515862,0.332068261,0.726100234,0.541775856,0.704976346,0.566785436,0.282151131,0.443515862,0.332068261,0.726100234,0.541775856,0.704976346,0.332068261,0.726100234,0.541775856,0
0,2,0,0.433713822,0.739405976,0.595592549,0.547673976,0.344530265,0.611382861,0.4811478,0.433713822,0.739405976,0.595592549,0.547673976,0.344530265,0.611382861,0.4811478,0.547673976,0.344530265,0.611382861,0
0,2,0,0.490393194,0.289425311,0.495722235,0.750412255,0.514792772,0.415110557,0.360712303,0.490393194,0.289425311,0.495722235,0.750412255,0.514792772,0.415110557,0.360712303,0.750412255,0.514792772,0.415110557,0
0,2,0,0.788940334,0.60422126,0.353376407,0.703622899,0.418271809,0.567764978,0.4590709,0.788940334,0.60422126,0.353376407,0.703622899,0.418271809,0.567764978,0.4590709,0.703622899,0.418271809,0.567764978,0
0,3,0,0.542772742,0.497690896,0.489076408,0.598928764,0.47868447,0.693650097,0.515983442,0.542772742,0.497690896,0.489076408,0.598928764,0.47868447,0.693650097,0.515983442,0.598928764,0.47868447,0.693650097,0
2,2,0,0.635267464,0.57843448,0.495635008,0.755564656,0.368366288,0.495859082,0.42936445,0.635267464,0.57843448,0.495635008,0.755564656,0.368366288,0.495859082,0.42936445,0.755564656,0.368366288,0.495859082,0
0,2,3,0.325414681,0.400221942,0.59571882,0.557422887,0.256746171,0.382431876,0.411023232,0.325414681,0.400221942,0.59571882,0.557422887,0.256746171,0.382431876,0.411023232,0.557422887,0.256746171,0.382431876,0
0,2,0,0.661989259,0.864712436,0.394465711,0.450343313,0.120318288,0.450396966,0.360686107,0.661989259,0.864712436,0.394465711,0.450343313,0.120318288,0.450396966,0.360686107,0.450343313,0.120318288,0.450396966,0
0,2,0,0.513360614,0.434137014,0.504513879,0.162903068,0.382409609,0.738637588,0.405612752,0.513360614,0.434137014,0.504513879,0.162903068,0.382409609,0.738637588,0.405612752,0.162903068,0.382409609,0.738637588,0
0,2,2,0.222786779,0.45794068,0.687989764,0.559075386,0.3095667,0.485946907,0.453841317,0.222786779,0.45794068,0.687989764,0.559075386,0.3095667,0.485946907,0.453841317,0.559075386,0.3095667,0.485946907,0
0,2,0,0.586156464,0.631608801,0.484866783,0.60226378,0.347287852,0.513995774,0.529278116,0.586156464,0.631608801,0.484866783,0.60226378,0.347287852,0.513995774,0.529278116,0.60226378,0.347287852,0.513995774,0
0,2,2,0.703724654,0.479494694,0.390373784,0.621351416,0.694652299,0.755710727,0.403702468,0.703724654,0.479494694,0.390373784,0.621351416,0.694652299,0.755710727,0.403702468,0.621351416,0.694652299,0.755710727,0
0,2,0,0.493159956,0.54925726,0.405651302,0.436787754,0.155307987,0.458922269,0.348223936,0.493159956,0.54925726,0.405651302,0.436787754,0.155307987,0.458922269,0.348223936,0.436787754,0.155307987,0.458922269,0
1,2,0,0.326761963,0.434560803,0.550978217,0.799699784,0.17792808,0.301657279,0.454149349,0.326761963,0.434560803,0.550978217,0.799699784,0.17792808,0.301657279,0.454149349,0.799699784,0.17792808,0.301657279,0
0,2,0,0.394153555,0.56721524,0.508750841,0.445624691,0.442022326,0.583910568,0.33107092,0.394153555,0.56721524,0.508750841,0.445624691,0.442022326,0.583910568,0.33107092,0.445624691,0.442022326,0.583910568,0
0,2,4,0.864101494,0.427653007,0.307065281,0.416634094,0.535238018,0.465883725,0.693066211,0.864101494,0.427653007,0.307065281,0.416634094,0.535238018,0.465883725,0.693066211,0.416634094,0.535238018,0.465883725,0
0,2,0,0.656298627,0.386987416,0.235732425,0.228721451,0.570566114,0.519666017,0.463098421,0.656298627,0.386987416,0.235732425,0.228721451,0.570566114,0.519666017,0.463098421,0.228721451,0.570566114,0.519666017,0
0,2,0,0.437817229,0.284823262,0.335628522,0.665196154,0.211004946,0.615392633,0.5535255,0.437817229,0.284823262,0.335628522,0.665196154,0.211004946,0.615392633,0.5535255,0.665196154,0.211004946,0.615392633,0
0,2,0,0.179652323,0.388288054,0.642773961,0.664976871,0.298711298,0.318171865,0.491844108,0.179652323,0.388288054,0.642773961,0.664976871,0.298711298,0.318171865,0.491844108,0.664976871,0.298711298,0.318171865,0
0,2,0,0.389892081,0.272651649,0.357201253,0.550528724,0.442714638,0.517572466,0.530602923,0.389892081,0.272651649,0.357201253,0.550528724,0.442714638,0.517572466,0.530602923,0.550528724,0.442714638,0.517572466,0
0,1,0,0.372059577,0.684941463,0.561814828,0.476428806,0.527317425,0.5935119,0.642700041,0.372059577,0.684941463,0.561814828,0.476428806,0.527317425,0.5935119,0.642700041,0.476428806,0.527317425,0.5935119,0
0,2,0,0.666111699,0.663947969,0.445803425,0.416924621,0.389698883,0.695489961,0.527673129,0.666111699,0.663947969,0.445803425,0.416924621,0.389698883,0.695489961,0.527673129,0.416924621,0.389698883,0.695489961,0
0,2,0,0.315656563,0.552075181,0.611333186,0.665113745,0.282371896,0.580836403,0.778513818,0.315656563,0.552075181,0.611333186,0.665113745,0.282371896,0.580836403,0.778513818,0.665113745,0.282371896,0.580836403,0
3,4,0,0.413896544,0.294729327,0.623008639,0.38420398,0.153589461,0.546650911,0.494927246,0.413896544,0.294729327,0.623008639,0.38420398,0.153589461,0.546650911,0.494927246,0.38420398,0.153589461,0.546650911,0
0,0,0,0.178686698,0.620827854,0.509929264,0.511217684,0.702450417,0.460161562,0.610360034,0.178686698,0.620827854,0.509929264,0.511217684,0.702450417,0.460161562,0.610360034,0.511217684,0.702450417,0.460161562,0
0,2,0,0.516287559,0.573517721,0.438651273,0.58778295,0.367388683,0.304715894,0.674240224,0.516287559,0.573517721,0.438651273,0.58778295,0.367388683,0.304715894,0.674240224,0.58778295,0.367388683,0.304715894,0
0,2,0,0.496279469,0.266737734,0.536951038,0.489511183,0.554687837,0.577517392,0.312619129,0.496279469,0.266737734,0.536951038,0.489511183,0.554687837,0.577517392,0.312619129,0.489511183,0.554687837,0.577517392,0
0,2,0,0.586744985,0.500049014,0.675637042,0.650002553,0.635010527,0.595053469,0.668438987,0.586744985,0.500049014,0.675637042,0.650002553,0.635010527,0.595053469,0.668438987,0.650002553,0.635010527,0.595053469,0
0,2,0,0.393232059,0.481040556,0.681577215,0.580148509,0.396798688,0.653597942,0.493920546,0.393232059,0.481040556,0.681577215,0.580148509,0.396798688,0.653597942,0.493920546,0.580148509,0.396798688,0.653597942,0
0,3,1,0.328491725,0.491464059,0.560466218,0.408278148,0.373028314,0.609614254,0.578592121,0.328491725,0.491464059,0.560466218,0.408278148,0.373028314,0.609614254,0.578592121,0.408278148,0.373028314,0.609614254,0
0,2,1,0.361420892,0.729770865,0.475435988,0.631382251,0.526397136,0.467974015,0.50509943,0.361420892,0.729770865,0.475435988,0.631382251,0.526397136,0.467974015,0.50509943,0.631382251,0.526397136,0.467974015,0
0,2,1,0.664190643,0.316623564,0.495013943,0.533811827,0.212767348,0.281708331,0.419898447,0.664190643,0.316623564,0.495013943,0.533811827,0.212767348,0.281708331,0.419898447,0.533811827,0.212767348,0.281708331,0
0,2,0,0.387688394,0.447331096,0.336702372,0.479234392,0.723195887,0.537114632,0.372351653,0.387688394,0.447331096,0.336702372,0.479234392,0.723195887,0.537114632,0.372351653,0.479234392,0.723195887,0.537114632,0
0,2,0,0.649933805,0.372458321,0.548302462,0.460331255,0.471705246,0.788366175,0.573720435,0.649933805,0.372458321,0.548302462,0.460331255,0.471705246,0.788366175,0.573720435,0.460331255,0.471705246,0.788366175,0
0,2,1,0.11283825,0.53226029,0.229092876,0.461015513,0.321308573,0.315323806,0.407480082,0.11283825,0.53226029,0.229092876,0.461015513,0.321308573,0.315323806,0.407480082,0.461015513,0.321308573,0.315323806,0
0,2,0,0.446159259,0.493974695,0.680028872,0.460568765,0.413714014,0.53099325,0.374061183,0.446159259,0.493974695,0.680028872,0.460568765,0.413714014,0.53099325,0.374061183,0.460568765,0.413714014,0.53099325,0
0,2,0,0.385810644,0.385108761,0.451107208,0.491424337,0.529036613,0.209026107,0.401604058,0.385810644,0.385108761,0.451107208,0.491424337,0.529036613,0.209026107,0.401604058,0.491424337,0.529036613,0.209026107,0
0,2,0,0.556270122,0.38991894,0.533387053,0.676868831,0.394537911,0.255197406,0.335590255,0.556270122,0.38991894,0.533387053,0.676868831,0.394537911,0.255197406,0.335590255,0.676868831,0.394537911,0.255197406,0
0,2,0,0.407458518,0.559194138,0.352251408,0.536657236,0.47301737,0.487808352,0.695580141,0.407458518,0.559194138,0.352251408,0.536657236,0.47301737,0.487808352,0.695580141,0.536657236,0.47301737,0.487808352,0
0,2,0,0.550440273,0.42117008,0.39834522,0.682686231,0.393447766,0.572626888,0.303049726,0.550440273,0.42117008,0.39834522,0.682686231,0.393447766,0.572626888,0.303049726,0.682686231,0.393447766,0.572626888,0
0,2,0,0.397835415,0.287564286,0.332746601,0.306207846,0.627996593,0.673739712,0.612932867,0.397835415,0.287564286,0.332746601,0.306207846,0.627996593,0.673739712,0.612932867,0.306207846,0.627996593,0.673739712,0
0,2,0,0.49341992,0.448086626,0.401110246,0.211676428,0.583479294,0.394760632,0.607723559,0.49341992,0.448086626,0.401110246,0.211676428,0.583479294,0.394760632,0.607723559,0.211676428,0.583479294,0.394760632,0
0,2,0,0.452657406,0.31146228,0.592908818,0.091210336,0.495483884,0.394803148,0.641938765,0.452657406,0.31146228,0.592908818,0.091210336,0.495483884,0.394803148,0.641938765,0.091210336,0.495483884,0.394803148,0
0,2,0,0.473379241,0.457675404,0.214243489,0.221616229,0.224306261,0.453280015,0.71031426,0.473379241,0.457675404,0.214243489,0.221616229,0.224306261,0.453280015,0.71031426,0.221616229,0.224306261,0.453280015,0
1,0,0,0.384967428,0.483222301,0.26126418,0.242652666,0.584719176,0.3971822,0.652900667,0.384967428,0.483222301,0.26126418,0.242652666,0.584719176,0.3971822,0.652900667,0.242652666,0.584719176,0.3971822,0
0,2,0,0.493010203,0.680461929,0.258750312,0.300167459,0.600118906,0.609243926,0.604411633,0.493010203,0.680461929,0.258750312,0.300167459,0.600118906,0.609243926,0.604411633,0.300167459,0.600118906,0.609243926,0
0,2,0,0.533299919,0.479307865,0.57629326,0.36054984,0.492895438,0.525873937,0.383458726,0.533299919,0.479307865,0.57629326,0.36054984,0.492895438,0.525873937,0.383458726,0.36054984,0.492895438,0.525873937,0
0,2,0,0.659486383,0.410832646,0.582210311,0.417007109,0.507026543,0.455940322,0.517790851,0.659486383,0.410832646,0.582210311,0.417007109,0.507026543,0.455940322,0.517790851,0.417007109,0.507026543,0.455940322,0
0,2,0,0.426427386,0.39554593,0.692678524,0.463833288,0.348644987,0.383311174,0.425188868,0.426427386,0.39554593,0.692678524,0.463833288,0.348644987,0.383311174,0.425188868,0.463833288,0.348644987,0.383311174,0
0,0,4,0.492415014,0.723967532,0.483633439,0.443604697,0.538528515,0.583691363,0.510792795,0.492415014,0.723967532,0.483633439,0.443604697,0.538528515,0.583691363,0.510792795,0.443604697,0.538528515,0.583691363,0
2,2,0,0.865439099,0.211498657,0.429425848,0.242697094,0.348187994,0.340312287,0.4471506,0.865439099,0.211498657,0.429425848,0.242697094,0.348187994,0.340312287,0.4471506,0.242697094,0.348187994,0.340312287,0
1,2,1,0.476850827,0.466141388,0.306924525,0.371865495,0.45154148,0.535890807,0.550860107,0.476850827,0.466141388,0.306924525,0.371865495,0.45154148,0.535890807,0.550860107,0.371865495,0.45154148,0.535890807,0
2,2,1,0.66053401,0.601761445,0.454350349,0.546865086,0.602852649,0.440873394,0.456102854,0.66053401,0.601761445,0.454350349,0.546865086,0.602852649,0.440873394,0.456102854,0.546865086,0.602852649,0.440873394,0
0,2,4,0.619201967,0.856640635,0.430460981,0.635045603,0.605842136,0.222005963,0.550206308,0.619201967,0.856640635,0.430460981,0.635045603,0.605842136,0.222005963,0.550206308,0.635045603,0.605842136,0.222005963,0
0,2,0,0.457876481,0.412667486,0.253913332,0.52036322,0.493904308,0.450576332,0.702237422,0.457876481,0.412667486,0.253913332,0.52036322,0.493904308,0.450576332,0.702237422,0.52036322,0.493904308,0.450576332,0
0,2,0,0.523434188,0.631701534,0.639017335,0.35200524,0.406972835,0.618027646,0.546972214,0.523434188,0.631701534,0.639017335,0.35200524,0.406972835,0.618027646,0.546972214,0.35200524,0.406972835,0.618027646,0
0,2,0,0.502919301,0.566194634,0.507377167,0.545206767,0.602662854,0.407752408,0.532060311,0.502919301,0.566194634,0.507377167,0.545206767,0.602662854,0.407752408,0.532060311,0.545206767,0.602662854,0.407752408,0
0,5,3,0.30295383,0.512511139,0.57391261,0.80418817,0.662144435,0.441884097,0.67398979,0.30295383,0.512511139,0.57391261,0.80418817,0.662144435,0.441884097,0.67398979,0.80418817,0.662144435,0.441884097,0
0,4,0,0.288008655,0.367248242,0.521220391,0.480443389,0.396320128,0.725383151,0.356418536,0.288008655,0.367248242,0.521220391,0.480443389,0.396320128,0.725383151,0.356418536,0.480443389,0.396320128,0.725383151,0
2,3,0,0.368324871,0.323498652,0.287969735,0.555139225,0.233368375,0.539612873,0.345548107,0.368324871,0.323498652,0.287969735,0.555139225,0.233368375,0.539612873,0.345548107,0.555139225,0.233368375,0.539612873,0
3,2,2,0.376053876,0.625421064,0.398805728,0.467940624,0.479009526,0.526644838,0.459187146,0.376053876,0.625421064,0.398805728,0.467940624,0.479009526,0.526644838,0.459187146,0.467940624,0.479009526,0.526644838,0
0,2,1,0.666319541,0.699300282,0.382531712,0.045279661,0.236313554,0.487910092,0.547808286,0.666319541,0.699300282,0.382531712,0.045279661,0.236313554,0.487910092,0.547808286,0.045279661,0.236313554,0.487910092,0
0,2,3,0.573856309,0.589377349,0.450478028,0.633870108,0.295555488,0.637547407,0.610696339,0.573856309,0.589377349,0.450478028,0.633870108,0.295555488,0.637547407,0.610696339,0.633870108,0.295555488,0.637547407,0
0,2,0,0.605944742,0.484137393,1,0.415679389,0.170325481,0.475047083,0.640047822,0.605944742,0.484137393,1,0.415679389,0.170325481,0.475047083,0.640047822,0.415679389,0.170325481,0.475047083,0
3,5,1,0.532562469,0.587441938,0.320665329,0.472057453,0.332971279,0.578087208,0.161118545,0.532562469,0.587441938,0.320665329,0.472057453,0.332971279,0.578087208,0.161118545,0.472057453,0.332971279,0.578087208,1
1,5,3,0.351905697,0.49372647,0.389625163,0.441030364,0.332651315,0.415701382,0.63247935,0.351905697,0.49372647,0.389625163,0.441030364,0.332651315,0.415701382,0.63247935,0.441030364,0.332651315,0.415701382,1
1,5,3,0.512585811,0.633205426,0.191586347,0.556858622,0.378663122,0.385081338,0.696199005,0.512585811,0.633205426,0.191586347,0.556858622,0.378663122,0.385081338,0.696199005,0.556858622,0.378663122,0.385081338,1
1,5,3,0.568511314,0.380000673,0.540226512,0.519211315,0.49872795,0.610236453,0.619313018,0.568511314,0.380000673,0.540226512,0.519211315,0.49872795,0.610236453,0.619313018,0.519211315,0.49872795,0.610236453,1
1,5,2,0.558777559,0.382582002,0.661431431,0.703426918,0.417190249,0.608799871,0.404324634,0.558777559,0.382582002,0.661431431,0.703426918,0.417190249,0.608799871,0.404324634,0.703426918,0.417190249,0.608799871,1
1,4,1,0.496384155,0.353838099,0.605244653,0.592079082,0.248784898,0.651269255,0.57637826,0.496384155,0.353838099,0.605244653,0.592079082,0.248784898,0.651269255,0.57637826,0.592079082,0.248784898,0.651269255,1
0,5,3,0.604148935,0.661356523,0.443231321,0.556917226,0.363317904,0.698935839,0.652755132,0.604148935,0.661356523,0.443231321,0.556917226,0.363317904,0.698935839,0.652755132,0.556917226,0.363317904,0.698935839,1
1,5,3,0.632553532,0.53302005,0.368843651,0.930743552,0.605135761,0.339852467,0.462152955,0.632553532,0.53302005,0.368843651,0.930743552,0.605135761,0.339852467,0.462152955,0.930743552,0.605135761,0.339852467,1
0,5,3,0.462962244,0.299756767,0.432668195,0.519074073,0.311931229,0.671001795,0.452208014,0.462962244,0.299756767,0.432668195,0.519074073,0.311931229,0.671001795,0.452208014,0.519074073,0.311931229,0.671001795,1
0,0,3,0.729660236,0.242550803,0.681522538,0.62692183,0.43312232,0.617325104,0.395854649,0.729660236,0.242550803,0.681522538,0.62692183,0.43312232,0.617325104,0.395854649,0.62692183,0.43312232,0.617325104,1
1,3,0,0.801352204,0.582094896,0.612646349,0.492554366,0.101035361,0.433533862,0.609254075,0.801352204,0.582094896,0.612646349,0.492554366,0.101035361,0.433533862,0.609254075,0.492554366,0.101035361,0.433533862,1
1,2,3,0.639581545,0.653747935,0.704678582,0.334747144,0.285468923,0.688858567,0.563281569,0.639581545,0.653747935,0.704678582,0.334747144,0.285468923,0.688858567,0.563281569,0.334747144,0.285468923,0.688858567,1
1,5,3,0.763226814,0.506683781,0.49214966,0.533544866,0.389221023,0.376745752,0.429150874,0.763226814,0.506683781,0.49214966,0.533544866,0.389221023,0.376745752,0.429150874,0.533544866,0.389221023,0.376745752,1
1,5,0,0.625056007,0.783199048,0.258549584,0.710941077,0.350937899,0.63157579,0.343848189,0.625056007,0.783199048,0.258549584,0.710941077,0.350937899,0.63157579,0.343848189,0.710941077,0.350937899,0.63157579,1
1,5,3,0.346036738,0.389554056,0.586744249,0.456322457,0.386089798,0.235464285,0.367878423,0.346036738,0.389554056,0.586744249,0.456322457,0.386089798,0.235464285,0.367878423,0.456322457,0.386089798,0.235464285,1
1,5,3,0.254757373,0.616612339,0.6644681,0.541942096,0.398152383,0.656748183,0.501940025,0.254757373,0.616612339,0.6644681,0.541942096,0.398152383,0.656748183,0.501940025,0.541942096,0.398152383,0.656748183,1
1,5,4,0.352388312,0.662554071,0.524530608,0.503514836,0.359203064,0.590219648,0.382549669,0.352388312,0.662554071,0.524530608,0.503514836,0.359203064,0.590219648,0.382549669,0.503514836,0.359203064,0.590219648,1
1,5,3,0.679420183,0.542631808,0.512466517,0.716889528,0.577159657,0.4758816,0.575089513,0.679420183,0.542631808,0.512466517,0.716889528,0.577159657,0.4758816,0.575089513,0.716889528,0.577159657,0.4758816,1
1,5,3,0.540330153,0.441071693,0.337937594,0.473373169,0.499578224,0.655253102,0.6217307,0.540330153,0.441071693,0.337937594,0.473373169,0.499578224,0.655253102,0.6217307,0.473373169,0.499578224,0.655253102,1
1,5,3,0.595268539,0.510921396,0.512969306,0.366846616,0.503880912,0.493803511,0.243377512,0.595268539,0.510921396,0.512969306,0.366846616,0.503880912,0.493803511,0.243377512,0.366846616,0.503880912,0.493803511,1
1,5,3,0.274681539,0.204052246,0.609560819,0.32136824,0.442785198,0.43024965,0.550738576,0.274681539,0.204052246,0.609560819,0.32136824,0.442785198,0.43024965,0.550738576,0.32136824,0.442785198,0.43024965,1
1,5,0,0.461130071,0.433871878,0.36539303,0.595084463,0.433294467,0.633396295,0.538262973,0.461130071,0.433871878,0.36539303,0.595084463,0.433294467,0.633396295,0.538262973,0.595084463,0.433294467,0.633396295,1
1,5,3,0.261547817,0.189114503,0.6314871,0.305158535,0.293845198,0.626944745,0.482559503,0.261547817,0.189114503,0.6314871,0.305158535,0.293845198,0.626944745,0.482559503,0.305158535,0.293845198,0.626944745,1
1,5,3,0.364762448,0.455529829,0.55302486,0.231029933,0.454222645,0.5755499,0.593764768,0.364762448,0.455529829,0.55302486,0.231029933,0.454222645,0.5755499,0.593764768,0.231029933,0.454222645,0.5755499,1
1,5,3,0.537057998,0.624592006,0.447548846,0.579125686,0.591703343,0.452995724,0.564305993,0.537057998,0.624592006,0.447548846,0.579125686,0.591703343,0.452995724,0.564305993,0.579125686,0.591703343,0.452995724,1
1,5,1,0.33959745,0.601354373,0.518784683,0.316373739,0.563994609,0.721885987,0.706490584,0.33959745,0.601354373,0.518784683,0.316373739,0.563994609,0.721885987,0.706490584,0.316373739,0.563994609,0.721885987,1
1,5,3,0.536868372,0.57153951,0.907902458,0.406358519,0.533726952,0.503107425,0.535721004,0.536868372,0.57153951,0.907902458,0.406358519,0.533726952,0.503107425,0.535721004,0.406358519,0.533726952,0.503107425,1
1,5,3,0.577742574,0.251949609,0.442756833,0.407277124,0.0852306,0.506750363,0.542237753,0.577742574,0.251949609,0.442756833,0.407277124,0.0852306,0.506750363,0.542237753,0.407277124,0.0852306,0.506750363,1
1,5,0,0.656954375,0.518816088,0.41585907,0.593556659,0.450601903,0.37170073,0.558550543,0.656954375,0.518816088,0.41585907,0.593556659,0.450601903,0.37170073,0.558550543,0.593556659,0.450601903,0.37170073,1
1,5,3,0.423594426,0.461804021,0.260486424,0.65646364,0.156230076,0.529772207,0.24141761,0.423594426,0.461804021,0.260486424,0.65646364,0.156230076,0.529772207,0.24141761,0.65646364,0.156230076,0.529772207,1
1,1,3,0.611915033,0.270454484,0.237179456,0.802269414,0.625370483,0.407227919,0.793250676,0.611915033,0.270454484,0.237179456,0.802269414,0.625370483,0.407227919,0.793250676,0.802269414,0.625370483,0.407227919,1
