N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,target
0.271123342,0.630494674,0.594533244,0.605638286,0.615730784,0.459082222,0.35947558,0.416057154,0.360591568,0.420233458,1,2,1,3,3,2,2,1,4,4,0
0.14353798,0.470795325,0.581412522,0.721848231,0.619131448,0.413779731,0.51211418,0.44760531,0.458069395,0.628817959,1,3,0,0,2,2,2,1,4,4,0
0.308357161,0.674404,0.545340722,0.805016712,0.365095908,0.681772036,0.608351844,0.513753086,0.388390751,0.674621802,1,2,0,4,3,2,0,1,3,4,0
0.159780509,0.705757858,0.508100001,0.289102803,0.605404909,0.40349524,0.955844288,0.280983666,0.444399037,0.619450987,0,2,0,0,3,1,2,1,3,2,0
0.356486434,0.549746921,0.525764714,0.196573316,0.317226529,0.554535714,0.410875051,0.349439344,0.332735524,0.615692201,0,2,0,2,1,3,2,1,0,0,0
0.151945085,0.636424129,0.427960216,0.821564519,0.64418845,0.43847884,0.440813329,0.768331668,0.650426904,0.817570356,0,1,2,2,1,1,2,3,1,1,0
0.125001512,0.527436478,0.569910128,0.569914473,0.589428436,0.515725278,0.499897618,0.562434078,0.605801973,0.656979499,0,2,0,1,1,2,3,0,1,2,0
0.291885861,0.8950647,0.504575729,0.308030465,0.668470128,0.515305502,0.544678061,0.644315841,0.305191005,0.395387547,0,0,0,0,4,3,1,1,1,2,0
0.513803067,0.658244345,0.46991018,0.31673959,0.26623322,0.226875271,0.306771543,0.33859869,0.38361812,0.278970358,0,2,0,1,0,3,0,4,3,3,0
0.409978355,0.533165643,0.552115971,0.654576236,0.54385435,0.636100733,0.687238355,0.379234509,0.502128445,0.533263241,0,2,0,0,0,3,0,2,3,2,0
0.361450251,0.780152049,0.620134801,0.312804593,0.65880723,0.535057375,0.724761332,0.528976647,0.354656786,0.631709369,0,2,0,1,3,4,1,0,3,4,0
0.273789364,0.769935338,0.577530713,0.371846873,0.319947607,0.534583447,0.400087699,0.699608618,0.752341794,0.658184034,0,2,0,2,3,2,3,1,2,1,0
0.354046266,0.788138833,0.601454299,0.319911071,0.438641964,0.654834581,0.506380366,0.313344433,0.639413422,0.349898075,0,2,0,4,2,0,3,1,3,2,0
0.296235817,0.668459726,0.494443426,0.269659393,0.804298511,0.430283592,0.55758883,0.353270763,0.721012298,0.570538329,0,2,0,1,1,2,4,1,2,1,0
0.174076202,0.849042734,0.560608181,0.307264243,0.357426835,0.48472618,0.406056953,0.680461057,0.564833915,0.58078528,1,2,0,2,2,4,4,1,3,1,0
0.282698111,0.576790361,0.579326949,0.371563473,0.341589088,0.215999841,0.298792784,0.539054797,0.609748045,0.515219165,0,2,0,0,4,1,0,1,4,2,0
0.403594584,0.740236914,0.493710964,0.512356204,0.601496286,0.10087195,0.553813842,0.490531525,0.50879044,0.582799232,0,3,1,4,3,4,1,4,3,0,0
0.190554218,0.719117924,0.628236169,0.681990988,0.476528517,0.464028717,0.657541771,0.55304834,0.439709289,0.41458168,0,4,0,4,3,1,0,2,0,4,0
0.216833118,0.554285429,0.501776281,0.503902232,0.545165309,0.398510407,0.415656553,0.668741689,0.645111651,0.422653892,0,2,0,2,0,3,0,2,2,3,0
0.177923818,0.694357535,0.353039446,0.584487571,0.467758564,0.346307185,0.480428476,0.44806041,0.314091527,0.45962222,2,2,0,1,3,0,3,0,2,1,0
0.332504591,0.712107048,0.662044753,0.494141726,0.482395848,0.35251478,0.719011998,0.584596951,0.446272554,0.624535601,2,2,0,3,2,4,0,0,1,3,0
0.207952822,0.730150015,0.461841686,0.425225345,0.394330291,0.432484505,0.378176211,0.344979904,0.653044431,0.778163711,0,2,4,3,4,1,4,4,4,0,0
0.176935264,0.522484142,0.6217872,0.486326136,0.348419832,0.247445607,0.37076095,0.187395006,0.562672564,0.581894079,0,2,0,3,0,0,0,0,4,1,0
0.318308904,0.582859624,0.426325222,0.641209129,0.540933165,0.522959534,0.607901367,0.548419618,0.480833235,0.705655759,0,2,0,3,2,4,0,1,1,3,0
0.180758826,0.638720399,0.526681187,0.497552542,0.649929977,0.711011482,0.861236618,0.455654941,0.447890016,0.706852923,0,2,0,3,4,3,1,3,1,4,0
0.422844638,0.625299905,0.491238749,0.563243887,0.627517597,0.55892373,0.589247043,0.56799573,0.525265873,0.477093278,0,2,0,0,4,1,3,2,2,0,0
0.42408778,0.830292185,0.708684027,0.492486601,0.621826359,0.35216286,0.660012406,0.598884782,0.462124418,0.658290446,0,2,0,4,0,0,0,3,0,3,0
0.22988916,0.797335837,0.456371668,0.389188203,0.580452257,0.38884451,0.537746118,0.411506929,0.538642437,0.412944305,0,2,0,4,3,0,1,0,0,1,0
0.360435153,0.596838632,0.499084117,0.653235024,0.555154755,0.550335672,0.64489856,0.59489487,0.60282342,0.557980091,1,2,0,4,0,3,1,3,3,0,0
0.0587025,0.52005665,0.553729034,0.275815739,0.444474999,0.593874622,0.395986392,0.416988409,0.698840084,0.503964352,0,0,3,2,3,3,3,3,4,2,0
0.377596181,0.6197977,0.572331831,0.42081913,0.511839574,0.558138231,0.288518473,0.282994439,0.343557684,0.421578943,0,2,0,3,0,2,3,0,3,1,0
0.174041619,0.52615034,0.524038432,0.374003866,0.616673069,0.617089156,0.604059503,0.366649419,0.566271507,0.485823206,0,2,0,0,3,2,1,0,3,4,0
0.213065592,0.679341258,0.48538048,0.756923029,0.444106293,0.564044845,0.65787883,0.489358379,0.538287681,0.571185555,0,2,3,4,4,4,4,3,0,0,0
0.450558193,0.741060019,0.44231459,0.493253204,0.634116814,0.410524863,0.57637708,0.250061418,0.730688701,0.699283164,0,2,0,2,3,3,3,4,3,4,0
0.347257091,0.65904814,0.472102628,0.475808951,0.53858393,0.232438197,0.436625961,0.529140845,0.642489392,0.649533346,0,2,0,1,1,2,0,0,2,2,0
0.219501859,0.568997672,0.585443926,0.442059104,0.519658207,0.496839926,0.437754086,0.418922074,0.573390337,0.634900339,2,4,0,1,2,4,3,3,0,3,0
0.180403103,0.608170181,0.355618329,0.571460337,0.535831667,0.764548284,0.232370567,0.281654278,0.788749801,0.641257491,0,2,0,3,3,2,2,3,4,0,0
0.19519311,0.592401244,0.451151304,0.476828606,0.810453008,0.398449471,0.427946631,0.504274878,0.258907838,0.478269629,0,2,2,1,4,4,4,2,2,3,0
0.239344571,0.754605705,0.547307477,0.477794191,0.560476065,0.66366987,0.733016061,0.507106366,0.774619162,0.266748663,0,1,4,2,1,1,1,4,2,1,0
0.275410113,0.715532386,0.555022432,0.706146814,0.663815149,0.56546766,0.37228527,0.500414977,0.760340555,0.480508948,0,2,3,2,4,2,1,1,0,1,0
0.464872742,0.648172637,0.625656946,0.587501812,0.36108384,0.348366822,0.400172412,0.642827876,0.618967043,0.488000053,1,2,0,4,0,2,1,1,3,0,0
0.236391139,0.673030602,0.527723837,0.443966117,0.679307032,0.541148047,0.70730524,0.539483409,0.670817605,0.29540099,1,3,0,0,0,0,2,4,3,2,0
0.417069144,0.745802929,0.548590357,0.662968533,0.530526184,0.666572012,0.636339881,0.448829466,0.60847228,0.50309978,0,4,0,4,2,1,2,0,1,4,0
0.327870687,0.647922636,0.471851383,0.533840282,0.466817864,0.296103133,0.325308694,0.603924477,0.458386304,0.642426595,0,2,0,4,1,4,1,1,1,4,0
0.422882346,0.743018763,0.470106941,0.30823478,0.366507339,0.501314786,0.719723033,0.285795077,0.418643458,0.198017053,1,2,0,2,4,4,1,4,4,3,0
0.312923135,0.665894439,0.596517651,0.497640975,0.47816716,0.358342296,0.262269092,0.244997768,0.705701483,0.414341731,0,2,0,4,3,2,1,0,2,3,0
0.299293975,0.759562613,0.519362539,0.405229573,0.343237907,0.340071212,0.588783599,0.656313836,0.801577009,0.613518161,2,2,0,0,1,2,4,4,1,0,0
0.228809233,0.62401984,0.512671806,0.421996972,0.364729244,0.539070014,0.546481635,0.373656548,0.455087498,0.489807042,3,2,0,2,4,4,4,4,3,2,0
0.367434651,0.739866498,0.637702453,0.730135178,0.491066013,0.340175137,0.530668013,0.517912046,0.595661468,0.330816423,1,2,0,3,4,1,0,4,4,1,0
0.352600994,0.626166848,0.496584275,0.671353106,0.375640164,0.279792632,0.426095325,0.335316121,0.433765483,0.465940696,0,2,0,4,3,4,2,4,0,0,0
0.403162812,0.615924619,0.53864011,0.499979534,0.666201047,0.80506873,0.476497349,0.327226788,0.296751007,0.549267776,0,2,0,3,3,4,3,0,4,1,0
0.325655034,0.614474433,0.527018767,0.461963359,0.403528555,0.33960319,0.468165568,0.515526559,0.563710226,0.57640136,1,2,0,2,2,0,1,1,4,1,0
0.486175552,0.736970628,0.517536203,0.660923582,0.519028196,0.555342807,0.391131605,0.484371717,0.604786393,0.381430536,0,2,0,3,0,3,4,4,2,2,0
0.187077429,0.711248345,0.760929737,0.566785436,0.282151131,0.443515862,0.332068261,0.726100234,0.541775856,0.704976346,0,2,0,0,3,4,4,0,1,4,0
0.271939484,0.775957961,0.431341873,0.433713822,0.739405976,0.595592549,0.547673976,0.344530265,0.611382861,0.4811478,0,2,0,0,3,1,1,2,0,3,0
0.366331916,0.912012411,0.495690815,0.490393194,0.289425311,0.495722235,0.750412255,0.514792772,0.415110557,0.360712303,0,2,0,3,0,2,4,3,2,1,0
0.201036184,0.714287557,0.449201639,0.788940334,0.60422126,0.353376407,0.703622899,0.418271809,0.567764978,0.4590709,0,2,0,1,2,2,3,2,2,3,0
0.258434779,0.562134213,0.479361603,0.542772742,0.497690896,0.489076408,0.598928764,0.47868447,0.693650097,0.515983442,0,3,0,1,0,2,0,4,4,2,0
0.227892995,0.579374693,0.603710536,0.635267464,0.57843448,0.495635008,0.755564656,0.368366288,0.495859082,0.42936445,2,2,0,0,4,0,3,1,4,4,0
0.102863961,0.714705173,0.464864881,0.325414681,0.400221942,0.59571882,0.557422887,0.256746171,0.382431876,0.411023232,0,2,3,1,3,1,4,3,0,2,0
0.397306009,0.578347094,0.61116849,0.661989259,0.864712436,0.394465711,0.450343313,0.120318288,0.450396966,0.360686107,0,2,0,0,4,0,4,0,1,3,0
0.110826828,0.497669087,0.472125326,0.513360614,0.434137014,0.504513879,0.162903068,0.382409609,0.738637588,0.405612752,0,2,0,2,1,2,0,1,4,3,0
0.332048524,0.884189781,0.589233657,0.222786779,0.45794068,0.687989764,0.559075386,0.3095667,0.485946907,0.453841317,0,2,2,0,4,0,1,0,0,1,0
0.183388721,0.58198442,0.398993037,0.586156464,0.631608801,0.484866783,0.60226378,0.347287852,0.513995774,0.529278116,0,2,0,3,1,1,1,0,2,3,0
0.319036021,0.847452322,0.547430502,0.703724654,0.479494694,0.390373784,0.621351416,0.694652299,0.755710727,0.403702468,0,2,2,4,4,1,4,1,4,0,0
0.138697145,0.740781233,0.485582496,0.493159956,0.54925726,0.405651302,0.436787754,0.155307987,0.458922269,0.348223936,0,2,0,1,3,1,4,1,3,1,0
0.189307129,0.531199269,0.673549537,0.326761963,0.434560803,0.550978217,0.799699784,0.17792808,0.301657279,0.454149349,1,2,0,1,1,4,4,4,3,3,0
0.446706879,0.58698183,0.563629848,0.394153555,0.56721524,0.508750841,0.445624691,0.442022326,0.583910568,0.33107092,0,2,0,2,1,4,0,1,0,3,0
0.135510432,0.764376679,0.59524104,0.864101494,0.427653007,0.307065281,0.416634094,0.535238018,0.465883725,0.693066211,0,2,4,1,2,1,2,1,1,1,0
0.210855269,0.773380965,0.581634142,0.656298627,0.386987416,0.235732425,0.228721451,0.570566114,0.519666017,0.463098421,0,2,0,3,4,3,4,4,4,4,0
0.185809075,0.629112968,0.498394776,0.437817229,0.284823262,0.335628522,0.665196154,0.211004946,0.615392633,0.5535255,0,2,0,1,0,0,3,2,4,4,0
0.12142341,0.885155984,0.502067751,0.179652323,0.388288054,0.642773961,0.664976871,0.298711298,0.318171865,0.491844108,0,2,0,0,3,3,2,1,1,0,0
0.349489277,0.708066312,0.593889983,0.389892081,0.272651649,0.357201253,0.550528724,0.442714638,0.517572466,0.530602923,0,2,0,3,4,3,2,0,1,0,0
0.356123573,0.731464318,0.480103556,0.372059577,0.684941463,0.561814828,0.476428806,0.527317425,0.5935119,0.642700041,0,1,0,2,2,1,2,3,1,1,0
0.461552103,0.687490756,0.458689006,0.666111699,0.663947969,0.445803425,0.416924621,0.389698883,0.695489961,0.527673129,0,2,0,0,3,0,4,2,3,1,0
0.294724243,0.533675867,0.562097727,0.315656563,0.552075181,0.611333186,0.665113745,0.282371896,0.580836403,0.778513818,0,2,0,2,2,1,2,3,1,4,0
0.334651083,0.576333287,0.438363069,0.413896544,0.294729327,0.623008639,0.38420398,0.153589461,0.546650911,0.494927246,3,4,0,3,4,2,1,1,1,3,0
0.113119077,0.626339476,0.516201561,0.178686698,0.620827854,0.509929264,0.511217684,0.702450417,0.460161562,0.610360034,0,0,0,0,0,2,4,4,1,3,0
0.164713759,0.776142124,0.564207948,0.516287559,0.573517721,0.438651273,0.58778295,0.367388683,0.304715894,0.674240224,0,2,0,1,3,3,4,3,2,1,0
0.389755984,0.432799333,0.553001648,0.496279469,0.266737734,0.536951038,0.489511183,0.554687837,0.577517392,0.312619129,0,2,0,0,1,2,2,2,3,0,0
0.111764519,0.731303205,0.524906487,0.586744985,0.500049014,0.675637042,0.650002553,0.635010527,0.595053469,0.668438987,0,2,0,4,0,3,2,1,4,3,0
0.296959003,0.612226346,0.53040589,0.393232059,0.481040556,0.681577215,0.580148509,0.396798688,0.653597942,0.493920546,0,2,0,2,1,3,0,3,3,0,0
0.299137854,0.797465533,0.666737097,0.328491725,0.491464059,0.560466218,0.408278148,0.373028314,0.609614254,0.578592121,0,3,1,3,4,2,2,2,2,4,0
0.189841724,0.813108529,0.593846261,0.361420892,0.729770865,0.475435988,0.631382251,0.526397136,0.467974015,0.50509943,0,2,1,0,3,0,2,3,3,1,0
0.117258272,0.664212418,0.505810522,0.664190643,0.316623564,0.495013943,0.533811827,0.212767348,0.281708331,0.419898447,0,2,1,0,1,0,4,2,3,0,0
0.12457688,0.530377993,0.461913537,0.387688394,0.447331096,0.336702372,0.479234392,0.723195887,0.537114632,0.372351653,0,2,0,4,3,3,0,1,3,1,0
0.433666759,0.667699938,0.482238977,0.649933805,0.372458321,0.548302462,0.460331255,0.471705246,0.788366175,0.573720435,0,2,0,0,4,4,3,2,2,0,0
0.220227788,0.867154311,0.699366568,0.11283825,0.53226029,0.229092876,0.461015513,0.321308573,0.315323806,0.407480082,0,2,1,2,3,3,1,0,1,4,0
0.23320072,0.667637695,0.452170448,0.446159259,0.493974695,0.680028872,0.460568765,0.413714014,0.53099325,0.374061183,0,2,0,3,3,4,0,2,1,2,0
0.381334056,0.884240883,0.624694467,0.385810644,0.385108761,0.451107208,0.491424337,0.529036613,0.209026107,0.401604058,0,2,0,0,1,1,3,2,4,4,0
0.215314026,0.605645838,0.474269926,0.556270122,0.38991894,0.533387053,0.676868831,0.394537911,0.255197406,0.335590255,0,2,0,0,4,4,0,2,1,0,0
0.270639448,0.882756642,0.57218657,0.407458518,0.559194138,0.352251408,0.536657236,0.47301737,0.487808352,0.695580141,0,2,0,3,2,0,2,4,0,4,0
0.252178522,0.713721826,0.384650494,0.550440273,0.42117008,0.39834522,0.682686231,0.393447766,0.572626888,0.303049726,0,2,0,3,1,0,1,4,4,4,0
0.215236625,0.728688969,0.662606775,0.397835415,0.287564286,0.332746601,0.306207846,0.627996593,0.673739712,0.612932867,0,2,0,2,2,4,4,2,1,4,0
0.276095636,0.711066609,0.704908924,0.49341992,0.448086626,0.401110246,0.211676428,0.583479294,0.394760632,0.607723559,0,2,0,2,0,4,1,3,4,3,0
0.238478436,0.691383374,0.568490067,0.452657406,0.31146228,0.592908818,0.091210336,0.495483884,0.394803148,0.641938765,0,2,0,0,1,1,4,3,4,0,0
0.260331361,0.627093783,0.568688085,0.473379241,0.457675404,0.214243489,0.221616229,0.224306261,0.453280015,0.71031426,0,2,0,4,0,0,1,2,4,3,0
0.221893238,0.584788525,0.540330428,0.384967428,0.483222301,0.26126418,0.242652666,0.584719176,0.3971822,0.652900667,1,0,0,1,1,0,2,1,1,1,0
0.241813458,0.700710381,0.343289947,0.493010203,0.680461929,0.258750312,0.300167459,0.600118906,0.609243926,0.604411633,0,2,0,3,1,3,3,4,0,1,0
0.143230647,0.720727697,0.641568742,0.533299919,0.479307865,0.57629326,0.36054984,0.492895438,0.525873937,0.383458726,0,2,0,3,2,0,1,0,1,1,0
0.195681427,0.742084797,0.379293399,0.659486383,0.410832646,0.582210311,0.417007109,0.507026543,0.455940322,0.517790851,0,2,0,4,2,2,1,2,3,4,0
0.094891837,0.642334295,0.554265999,0.426427386,0.39554593,0.692678524,0.463833288,0.348644987,0.383311174,0.425188868,0,2,0,0,0,2,3,0,3,1,0
0.473776337,0.656349346,0.408061862,0.492415014,0.723967532,0.483633439,0.443604697,0.538528515,0.583691363,0.510792795,0,0,4,3,1,0,4,3,1,1,0
0.163475877,0.751892093,0.535779348,0.865439099,0.211498657,0.429425848,0.242697094,0.348187994,0.340312287,0.4471506,2,2,0,1,3,0,0,3,0,2,0
0.382124562,0.711992305,0.473672032,0.476850827,0.466141388,0.306924525,0.371865495,0.45154148,0.535890807,0.550860107,1,2,1,1,2,4,1,3,2,4,0
0.289207357,0.843074706,0.522666281,0.66053401,0.601761445,0.454350349,0.546865086,0.602852649,0.440873394,0.456102854,2,2,1,3,4,1,0,4,2,4,0
0.135612794,0.696094251,0.534095109,0.619201967,0.856640635,0.430460981,0.635045603,0.605842136,0.222005963,0.550206308,0,2,4,3,0,4,3,3,0,2,0
0.525336018,0.634425175,0.499226439,0.457876481,0.412667486,0.253913332,0.52036322,0.493904308,0.450576332,0.702237422,0,2,0,1,0,4,1,1,2,1,0
0.327756571,0.840945743,0.629036188,0.523434188,0.631701534,0.639017335,0.35200524,0.406972835,0.618027646,0.546972214,0,2,0,0,1,4,4,0,2,4,0
0.198326142,0.50033759,0.419837596,0.502919301,0.566194634,0.507377167,0.545206767,0.602662854,0.407752408,0.532060311,0,2,0,3,3,0,3,3,1,2,0
0.329403471,0.723648122,0.419536077,0.30295383,0.512511139,0.57391261,0.80418817,0.662144435,0.441884097,0.67398979,0,5,3,3,2,3,0,4,4,1,0
0.194213005,0.847688074,0.426903887,0.288008655,0.367248242,0.521220391,0.480443389,0.396320128,0.725383151,0.356418536,0,4,0,0,4,2,3,3,4,1,0
0.1297389,0.796196224,0.437038899,0.368324871,0.323498652,0.287969735,0.555139225,0.233368375,0.539612873,0.345548107,2,3,0,2,2,3,4,0,2,1,0
0.189528004,0.702829768,0.557856198,0.376053876,0.625421064,0.398805728,0.467940624,0.479009526,0.526644838,0.459187146,3,2,2,3,1,1,1,3,4,4,0
0.412785557,0.616691143,0.619928605,0.666319541,0.699300282,0.382531712,0.045279661,0.236313554,0.487910092,0.547808286,0,2,1,1,3,0,0,0,0,0,0
0.359772365,0.534120284,0.287256513,0.573856309,0.589377349,0.450478028,0.633870108,0.295555488,0.637547407,0.610696339,0,2,3,3,1,4,3,0,4,4,0
0.276840346,0.692824284,0.638374142,0.605944742,0.484137393,1,0.415679389,0.170325481,0.475047083,0.640047822,0,2,0,3,4,0,2,4,0,2,0
0.669321372,0.433027624,0.375215498,0.532562469,0.587441938,0.320665329,0.472057453,0.332971279,0.578087208,0.161118545,3,5,1,0,0,2,4,4,4,0,1
0.552293418,0.457113045,0.390997268,0.351905697,0.49372647,0.389625163,0.441030364,0.332651315,0.415701382,0.63247935,1,5,3,1,0,4,1,0,2,4,1
0.662290287,0.570010685,0.255067008,0.512585811,0.633205426,0.191586347,0.556858622,0.378663122,0.385081338,0.696199005,1,5,3,0,0,3,1,4,3,0,1
0.747801971,0.493736616,0.273939037,0.568511314,0.380000673,0.540226512,0.519211315,0.49872795,0.610236453,0.619313018,1,5,3,3,3,2,2,4,3,2,1
0.640544012,0.372779726,0.407741588,0.558777559,0.382582002,0.661431431,0.703426918,0.417190249,0.608799871,0.404324634,1,5,2,2,1,4,4,1,1,4,1
0.830120899,0.365489054,0.360416665,0.496384155,0.353838099,0.605244653,0.592079082,0.248784898,0.651269255,0.57637826,1,4,1,0,3,2,3,2,3,4,1
0.531889701,0.535597219,0.350721068,0.604148935,0.661356523,0.443231321,0.556917226,0.363317904,0.698935839,0.652755132,0,5,3,1,2,1,3,0,4,2,1
0.668391093,0.424857886,0.401297995,0.632553532,0.53302005,0.368843651,0.930743552,0.605135761,0.339852467,0.462152955,1,5,3,1,0,2,4,2,2,4,1
0.594533933,0.482974604,0.298609775,0.462962244,0.299756767,0.432668195,0.519074073,0.311931229,0.671001795,0.452208014,0,5,3,0,3,3,4,3,3,3,1
0.593575566,0.610693891,0.385378924,0.729660236,0.242550803,0.681522538,0.62692183,0.43312232,0.617325104,0.395854649,0,0,3,2,3,1,1,1,2,3,1
0.6927904,0.483126189,0.298736518,0.801352204,0.582094896,0.612646349,0.492554366,0.101035361,0.433533862,0.609254075,1,3,0,3,3,3,4,4,2,1,1
0.688846306,0.467671162,0.286263734,0.639581545,0.653747935,0.704678582,0.334747144,0.285468923,0.688858567,0.563281569,1,2,3,3,4,2,1,4,2,2,1
0.568839482,0.529836177,0.410215137,0.763226814,0.506683781,0.49214966,0.533544866,0.389221023,0.376745752,0.429150874,1,5,3,2,4,0,4,2,4,2,1
0.544993142,0.632408291,0.216508052,0.625056007,0.783199048,0.258549584,0.710941077,0.350937899,0.63157579,0.343848189,1,5,0,3,2,3,0,3,1,0,1
0.631793357,0.367623226,0.527697204,0.346036738,0.389554056,0.586744249,0.456322457,0.386089798,0.235464285,0.367878423,1,5,3,0,3,4,4,4,0,2,1
0.492643313,0.252079808,0,0.254757373,0.616612339,0.6644681,0.541942096,0.398152383,0.656748183,0.501940025,1,5,3,4,3,3,0,2,1,3,1
0.631567226,0.481691794,0.401988533,0.352388312,0.662554071,0.524530608,0.503514836,0.359203064,0.590219648,0.382549669,1,5,4,1,2,1,0,0,1,3,1
0.653429566,0.506125859,0.213540864,0.679420183,0.542631808,0.512466517,0.716889528,0.577159657,0.4758816,0.575089513,1,5,3,3,4,0,0,4,4,1,1
0.606626914,0.544303609,0.190165513,0.540330153,0.441071693,0.337937594,0.473373169,0.499578224,0.655253102,0.6217307,1,5,3,0,3,3,2,4,4,2,1
0.522836688,0.518780238,0.29933798,0.595268539,0.510921396,0.512969306,0.366846616,0.503880912,0.493803511,0.243377512,1,5,3,0,4,3,4,3,3,3,1
0.764101546,0.427767827,0.379795938,0.274681539,0.204052246,0.609560819,0.32136824,0.442785198,0.43024965,0.550738576,1,5,3,4,3,0,0,0,4,2,1
0.863178732,0.525975047,0.370983043,0.461130071,0.433871878,0.36539303,0.595084463,0.433294467,0.633396295,0.538262973,1,5,0,2,3,3,3,0,1,1,1
0.683842132,0.405090057,0.44390422,0.261547817,0.189114503,0.6314871,0.305158535,0.293845198,0.626944745,0.482559503,1,5,3,3,0,4,2,2,2,1,1
0.672584112,0.572921395,0.314828267,0.364762448,0.455529829,0.55302486,0.231029933,0.454222645,0.5755499,0.593764768,1,5,3,4,4,0,3,0,4,2,1
0.606643082,0.504298371,0.408983111,0.537057998,0.624592006,0.447548846,0.579125686,0.591703343,0.452995724,0.564305993,1,5,3,4,1,3,1,1,4,3,1
0.509544123,0.484577984,0.25655585,0.33959745,0.601354373,0.518784683,0.316373739,0.563994609,0.721885987,0.706490584,1,5,1,0,3,4,0,2,0,1,1
0.787302334,0.435390104,0.489880843,0.536868372,0.57153951,0.907902458,0.406358519,0.533726952,0.503107425,0.535721004,1,5,3,2,4,1,3,1,2,1,1
0.793320592,0.525630821,0.278261491,0.577742574,0.251949609,0.442756833,0.407277124,0.0852306,0.506750363,0.542237753,1,5,3,2,2,2,4,2,0,0,1
0.629023655,0.536349237,0.333656377,0.656954375,0.518816088,0.41585907,0.593556659,0.450601903,0.37170073,0.558550543,1,5,0,0,2,1,2,0,3,3,1
0.51523519,0.788180167,0.357458238,0.423594426,0.461804021,0.260486424,0.65646364,0.156230076,0.529772207,0.24141761,1,5,3,4,0,1,3,1,2,0,1
0.658079441,0.596282483,0.492203074,0.611915033,0.270454484,0.237179456,0.802269414,0.625370483,0.407227919,0.793250676,1,1,3,4,0,4,4,4,4,2,1
0.526110751,0.544989704,0.346048491,0.618086418,0.657327737,0.588109401,0.229107589,0.509308425,0.523810335,0.454200013,1,5,3,3,1,2,1,2,4,0,1
0.476734355,0.526790314,0.472994161,0.5653401,0.562322033,0.434678607,0.359202832,0.446968301,0.610027296,0.564499743,1,5,3,4,1,3,2,4,2,4,1
0.763312256,0.389367343,0.329635005,0.443785501,0.439638519,0.319407452,0.423504231,0.494368309,0.413161561,0.44941497,2,5,3,0,3,3,3,0,2,4,1
0.549601092,0.340010895,0.302965864,0.696978598,0.532313551,0.449690585,0.447794152,0.336227478,0.43781083,0.672029501,2,5,3,0,0,2,3,2,2,3,1
0.938901038,0.546274585,0.308706232,0.463983693,1,0.653893281,0.45831313,0.201807052,0.548523236,0.530332692,1,5,3,2,0,1,1,4,1,0,1
0.59470819,0.458905494,0.221971712,0.608363002,0.363033245,0.577623154,0.493825522,0.248266038,0.566067994,0.722719906,1,2,3,1,2,4,2,3,3,1,1
0.624519854,0.564348145,0.264646777,0.485073208,0.358836909,0.400636893,0.322426626,0.681838457,0.547531575,0.343388944,1,5,3,1,0,3,1,2,3,0,1
0.552541326,0.512436258,0.35668875,0.546704888,0.525614565,0.493721959,0.626844255,0.398159201,0.419131813,0.282202152,1,5,3,1,2,2,2,1,4,3,1
0.807471338,0.472738372,0.209104187,0.597864262,0.397633634,0.475429286,0.449203479,0.33501642,0.667255666,0.603394142,0,3,3,0,1,0,4,1,3,4,1
0.622554102,0.593897792,0.327559994,0.647650347,0.428129108,0.511527684,0.454213357,0.261207553,0.780063888,0.656674149,1,5,3,3,1,2,2,1,4,4,1
0.598143778,0.525001239,0.115309058,0.567324409,0.55678873,0.32163788,0.459216684,0.403888333,0.364009416,0.57667552,1,5,3,0,2,4,0,3,4,0,1
0.671321483,0.676658892,0.312549607,0.662842475,0.566178491,0.167119221,0.348243663,0.247345483,0.437412973,0.589231081,1,5,0,4,1,2,4,2,3,0,1
0.951360536,0.541230253,0.332820547,0.40386601,0.364885137,0.568450764,0.785548197,0.300977514,0.721016796,0.71826618,1,5,3,1,1,2,3,1,4,3,1
0.635654828,0.538470752,0.315136086,0.491080254,0.464926296,0.494411565,0.829473357,0.632763863,0.275460808,0.439988261,1,1,3,2,4,2,2,2,2,0,1
0.490806174,0.750256067,0.266923081,0.420144068,0.465061925,0.371660542,0.409585627,0.396254017,0.402170376,0.634832374,1,5,3,2,0,2,4,3,0,1,1
0.625322698,0.435770899,0.198802329,0.657830201,0.821182883,0.378309157,0.461519847,0.614476991,0.55026005,0.264322298,1,5,3,3,3,2,2,0,0,0,1
0.793713253,0.506375557,0.228065663,0.477846768,0.53474883,0.774397054,0.214507593,0.327011859,0.388269374,0.56834583,1,5,1,3,2,3,4,4,1,3,1
0.746679732,0.375735857,0.129700306,0.272369477,0.416231262,0.431379461,0.758736713,0.39576862,0.576357306,0.480603559,1,4,3,3,3,4,2,0,2,3,1
0.703135262,0.445714691,0.251947566,0.68635445,0.476055249,0.145668266,0.326352065,0.554544785,0.507355093,0.532487997,1,5,3,1,1,2,3,3,2,4,1
0.499749457,0.64914674,0.281788288,0.528058608,0.281162063,0.385618859,0.614496104,0.418300602,0.411690021,0.576125115,1,2,3,0,1,3,4,3,1,4,1
0.581716134,0.622734113,0.413705517,0.695486542,0.273438616,0.315894911,0.533526102,0.674365214,0.62673998,0.499970491,1,5,1,3,4,4,2,1,3,2,1
0.661734023,0.586576421,0.269651067,0.636387333,0.542183237,0.194151713,0.452255097,0.484446173,0.426651029,0.468869068,1,2,3,3,2,1,2,1,3,3,1
